subject,subscribers,free,fee,reviews,avg reviews,level,lectures,duration,published date,subtitles,recommend
Personal Development,9946,0,330,9783,3.5,Intermediate,6,283,2020-07-23,0,0
Design,8172,0,880,6400,0.5,Expert,17,518,2008-04-12,1,0
Personal Development,6200,1,0,5975,3.5,Intermediate,12,58,2021-11-16,1,1
Photography,4782,0,280,3832,3.0,Expert,15,517,2019-03-07,1,1
Science,7744,0,540,1914,4.5,Beginner,12,155,2004-04-29,1,0
Management,7016,0,600,5487,1.5,Expert,5,116,2004-03-03,0,0
Photography,4856,1,0,1668,1.5,Intermediate,7,233,2008-05-08,1,1
Science,8029,0,1430,4641,3.0,Intermediate,7,151,2012-12-14,1,0
Science,10790,0,260,3347,5.0,Expert,8,334,2018-12-10,1,1
Science,5524,0,380,3657,1.0,Beginner,13,297,2008-12-04,1,0
Personal Development,10095,0,280,8672,2.5,Expert,18,289,2006-10-01,0,1
Information Technology,9194,1,0,1906,2.0,Intermediate,16,531,2014-01-10,1,1
Science,4631,0,1340,2287,3.0,Intermediate,5,58,2010-07-06,0,0
Management,7250,0,1360,5277,1.0,Beginner,5,183,2017-02-25,0,0
Photography,5702,0,640,252,0.0,Intermediate,6,202,2002-01-13,0,0
Social Sciences,6513,0,180,5997,1.5,Intermediate,17,249,2009-03-08,1,1
Personal Development,3417,0,120,2860,1.0,Expert,8,344,2010-08-13,0,1
Photography,8634,0,690,8026,1.0,Intermediate,15,293,2012-10-02,1,0
Information Technology,6447,1,0,2966,4.5,Intermediate,8,239,2007-03-18,0,1
Design,5352,1,0,815,3.0,Intermediate,9,412,2002-12-05,1,1
Management,10396,0,950,6216,0.0,Expert,1,24,2021-12-26,1,0
Photography,5822,0,1520,1867,1.0,Expert,17,651,2004-04-08,1,0
Science,9829,0,1870,6479,0.0,Beginner,6,307,2007-01-08,1,0
Music,6673,0,470,2024,2.0,Beginner,16,707,2007-02-25,1,0
Information Technology,4018,0,840,1301,3.0,Expert,18,408,2010-02-02,1,0
Management,8549,0,160,6904,3.0,Intermediate,5,231,2019-03-07,0,1
Science,12438,0,340,2092,1.0,Beginner,10,385,2003-10-14,0,1
Social Sciences,4852,1,0,1085,1.5,Beginner,14,280,2021-02-27,0,1
Personal Development,7608,0,2050,1827,3.5,Intermediate,2,81,2012-11-24,0,0
Photography,9026,0,140,1755,1.5,Intermediate,9,280,2007-05-08,1,1
Personal Development,8822,0,2020,4201,1.5,Intermediate,12,372,2017-01-18,0,0
Design,8870,1,0,5840,2.5,Beginner,4,115,2005-07-19,0,1
Information Technology,9032,1,0,733,1.5,Beginner,8,246,2007-06-12,1,1
Photography,11975,0,770,7279,0.5,Intermediate,9,307,2018-02-20,1,0
Design,12501,0,300,5221,4.0,Intermediate,9,245,2008-01-09,0,1
Photography,9940,0,1300,3231,2.5,Expert,14,320,2016-08-04,0,0
Social Sciences,5807,0,2210,4629,0.5,Beginner,16,604,2014-02-02,1,0
Information Technology,11100,1,0,3266,3.0,Intermediate,14,480,2004-04-05,1,1
Social Sciences,9810,0,790,7379,0.0,Expert,4,126,2015-10-08,0,0
Social Sciences,10297,1,0,3598,4.0,Intermediate,6,158,2003-06-16,0,1
Music,5221,0,880,3162,2.5,Beginner,3,84,2015-11-05,1,0
Social Sciences,10110,0,200,10078,1.0,Expert,15,595,2012-04-16,1,1
Information Technology,7184,1,0,4462,4.0,Expert,13,632,2011-10-12,1,1
Management,7284,1,0,65,3.0,Expert,10,254,2013-06-28,0,1
Science,7462,1,0,6444,2.5,Expert,10,455,2014-11-07,1,1
Information Technology,5617,0,3900,2492,4.5,Beginner,3,122,2018-05-13,1,0
Personal Development,6029,1,0,4314,5.0,Expert,17,409,2016-04-28,1,1
Science,8953,0,250,6296,4.5,Intermediate,4,161,2021-12-06,1,1
Personal Development,8355,1,0,1176,2.0,Intermediate,11,289,2004-03-26,1,1
Photography,3496,0,440,2429,0.0,Expert,1,37,2003-03-21,0,1
Science,7700,1,0,1312,0.0,Expert,10,415,2017-12-27,0,1
Social Sciences,7309,0,2970,3878,3.5,Intermediate,13,639,2003-11-24,0,0
Music,7156,0,730,2738,1.5,Intermediate,6,231,2014-04-10,0,0
Design,7188,1,0,684,2.5,Intermediate,13,406,2006-09-08,1,1
Personal Development,5529,0,1590,4868,1.0,Expert,9,277,2008-04-26,1,0
Management,6295,0,2220,4834,3.0,Expert,15,191,2012-04-23,1,0
Social Sciences,7224,0,1420,928,1.0,Intermediate,15,593,2008-09-02,0,0
Music,5982,0,740,2476,1.0,Intermediate,9,169,2003-06-14,1,0
Design,8573,0,550,5671,3.5,Beginner,3,109,2006-04-15,1,0
Information Technology,8839,0,1630,3740,1.0,Intermediate,11,343,2006-11-24,0,0
Science,2710,1,0,1570,4.0,Beginner,9,283,2006-07-19,1,1
Information Technology,4151,0,840,2742,4.0,Intermediate,9,328,2010-11-21,0,0
Social Sciences,8277,0,1980,1931,5.0,Intermediate,10,331,2012-04-16,0,0
Social Sciences,7911,0,640,4588,4.0,Expert,22,474,2018-04-29,1,0
Photography,7128,0,2500,643,1.5,Expert,10,214,2015-01-28,1,0
Science,8797,1,0,8568,4.5,Intermediate,18,618,2014-10-21,0,1
Design,8681,1,0,7050,1.5,Intermediate,13,505,2003-11-17,1,1
Social Sciences,9239,0,140,872,0.5,Intermediate,22,640,2021-12-12,0,1
Design,8256,1,0,6047,1.5,Intermediate,1,24,2013-05-10,1,1
Personal Development,10182,0,1300,3251,2.0,Expert,15,324,2006-03-06,1,0
Photography,7657,1,0,7290,0.5,Expert,14,527,2007-10-31,0,1
Social Sciences,7895,0,820,6337,2.5,Expert,13,408,2002-02-04,1,0
Science,5498,0,2070,412,4.5,Beginner,5,117,2004-09-25,0,0
Music,2233,0,1290,1748,4.5,Expert,14,444,2019-04-22,0,0
Management,8459,0,1960,2966,1.5,Expert,8,217,2005-10-10,1,0
Music,7263,0,1620,6446,4.5,Expert,7,390,2013-07-22,0,1
Photography,5232,0,700,3718,4.0,Intermediate,7,246,2003-08-25,1,0
Personal Development,8883,0,680,5044,2.0,Expert,9,174,2020-07-31,1,0
Social Sciences,6463,0,1560,2907,1.5,Beginner,7,173,2018-08-26,0,0
Information Technology,9381,0,2320,7893,2.0,Expert,20,713,2005-08-30,0,0
Social Sciences,2784,0,730,1249,2.5,Intermediate,19,537,2018-08-16,1,0
Photography,5852,0,390,2438,4.5,Expert,22,738,2008-05-04,0,1
Photography,6524,1,0,6377,2.5,Expert,7,233,2016-03-11,0,1
Music,6457,0,1230,4356,1.5,Expert,5,175,2011-06-26,1,0
Music,10469,1,0,731,2.0,Expert,11,434,2011-08-09,0,1
Information Technology,7415,0,1030,4020,3.0,Expert,12,325,2016-04-27,0,0
Management,8708,0,1130,13,5.0,Beginner,9,142,2007-08-13,0,0
Photography,11587,0,820,9628,1.5,Intermediate,9,444,2002-01-08,1,0
Management,3724,0,170,2248,3.5,Intermediate,15,397,2012-05-27,0,1
Music,10481,0,2170,2745,4.0,Beginner,12,296,2010-04-11,0,0
Social Sciences,11649,1,0,3829,0.0,Beginner,5,197,2004-11-03,1,1
Information Technology,8540,0,1010,3381,0.0,Expert,6,172,2016-11-15,1,0
Information Technology,8059,0,2050,5524,0.0,Beginner,1,32,2005-03-13,1,0
Personal Development,6253,0,6440,2215,3.0,Expert,7,250,2006-07-01,1,0
Social Sciences,10188,0,1190,8151,3.0,Expert,5,185,2005-08-17,0,0
Music,8862,0,2120,489,0.0,Intermediate,8,206,2009-08-12,0,0
Social Sciences,8324,0,330,2619,1.5,Intermediate,6,178,2006-03-24,0,0
Photography,8765,0,110,4498,2.5,Beginner,13,406,2011-06-09,1,0
Information Technology,7978,0,560,1763,5.0,Expert,8,183,2007-08-07,1,0
Social Sciences,11233,0,950,6706,2.0,Expert,9,278,2002-07-09,1,0
Science,10641,1,0,7719,2.0,Beginner,6,149,2002-01-06,1,1
Photography,11063,1,0,8525,3.0,Beginner,16,449,2020-04-30,1,1
Science,6113,0,140,4225,4.0,Intermediate,10,366,2006-09-29,1,1
Social Sciences,5813,0,640,621,0.0,Beginner,11,343,2004-09-01,0,0
Photography,4309,0,650,4113,2.5,Beginner,6,276,2017-12-12,0,0
Personal Development,11182,0,820,8913,0.5,Expert,7,64,2013-09-19,0,0
Music,7041,1,0,4162,1.0,Expert,13,371,2005-10-14,1,1
Science,7503,1,0,3254,3.5,Expert,11,335,2003-03-13,1,1
Science,6433,0,390,4470,5.0,Intermediate,5,131,2010-10-17,1,0
Management,8896,0,330,3765,4.5,Expert,18,581,2016-12-06,1,1
Science,6465,0,470,2522,4.0,Intermediate,5,207,2002-07-14,0,0
Design,5998,0,2020,5570,2.5,Beginner,15,523,2015-12-08,0,0
Science,7020,0,120,5870,2.5,Intermediate,5,254,2017-09-22,0,1
Personal Development,4926,1,0,1450,0.5,Intermediate,8,246,2012-12-01,1,1
Design,6151,0,2150,3206,4.0,Intermediate,18,657,2020-05-23,0,0
Management,7184,0,490,3732,0.0,Intermediate,11,221,2006-10-28,1,0
Science,9768,0,840,6195,1.0,Intermediate,7,267,2002-11-03,1,0
Personal Development,5192,0,590,3950,0.0,Intermediate,8,274,2002-12-01,0,0
Science,9368,0,570,1997,2.0,Beginner,18,618,2006-11-05,1,0
Management,9362,0,520,3070,2.5,Expert,12,360,2021-02-07,1,0
Information Technology,6664,1,0,1570,1.5,Intermediate,10,213,2021-06-12,0,1
Music,8733,1,0,3073,4.5,Beginner,17,405,2021-07-17,1,1
Social Sciences,6155,1,0,2794,2.5,Expert,8,78,2011-06-14,1,1
Music,6727,0,2030,4377,3.5,Expert,6,192,2017-11-17,1,0
Design,10624,0,640,6540,5.0,Intermediate,13,615,2012-05-10,0,0
Social Sciences,7042,0,1140,2491,5.0,Expert,11,401,2009-12-26,0,0
Personal Development,8555,1,0,6200,2.0,Beginner,1,19,2002-06-07,1,1
Photography,5652,1,0,4120,3.0,Beginner,15,314,2020-10-02,1,1
Music,7264,0,2290,7034,4.5,Intermediate,4,113,2017-03-31,1,1
Music,3445,1,0,1218,0.0,Intermediate,9,432,2014-12-17,1,1
Personal Development,4403,1,0,3178,5.0,Beginner,16,558,2009-06-20,1,1
Music,8000,0,510,464,0.0,Intermediate,15,360,2013-07-14,1,0
Science,3997,0,1810,2385,2.5,Beginner,15,195,2011-11-10,0,0
Science,6163,1,0,5625,5.0,Expert,8,345,2021-12-05,1,1
Information Technology,11337,1,0,11064,1.5,Intermediate,11,245,2005-06-13,0,1
Music,11743,0,550,2981,3.0,Beginner,2,74,2008-08-25,0,0
Music,7188,0,400,250,1.5,Expert,19,236,2008-02-19,1,1
Management,9658,0,1200,9299,0.0,Intermediate,14,433,2020-01-11,0,0
Design,4166,0,1320,689,5.0,Expert,16,731,2010-03-18,1,0
Information Technology,7122,1,0,4521,3.5,Expert,5,113,2009-07-06,1,1
Personal Development,5117,0,450,1257,2.5,Beginner,20,636,2006-07-26,1,0
Social Sciences,4669,0,420,1592,1.0,Beginner,16,556,2018-03-10,0,0
Music,8527,0,150,8229,0.0,Intermediate,14,542,2010-04-04,1,1
Photography,4315,0,1140,76,5.0,Expert,11,199,2005-06-20,1,0
Social Sciences,5134,0,670,1371,4.5,Intermediate,5,281,2013-05-21,0,0
Science,0,0,4700,0,1.0,Beginner,5,96,2019-03-23,1,0
Information Technology,8790,1,0,7051,2.0,Beginner,13,373,2020-09-22,0,1
Information Technology,5198,0,1400,948,0.0,Expert,15,419,2020-10-11,1,0
Design,5031,1,0,2456,4.0,Expert,16,560,2018-03-03,1,1
Photography,3171,0,1520,2518,0.5,Intermediate,12,216,2009-12-03,1,0
Management,7573,1,0,935,0.5,Intermediate,19,686,2015-04-02,1,1
Management,7900,0,820,3341,4.5,Beginner,9,416,2010-07-23,0,0
Social Sciences,8690,1,0,2845,2.5,Beginner,17,522,2002-12-01,0,1
Personal Development,7655,0,530,337,3.5,Beginner,17,544,2011-10-15,1,0
Design,3589,1,0,2999,2.0,Intermediate,3,74,2010-12-12,0,1
Music,6681,0,4040,5306,1.0,Intermediate,13,734,2020-07-26,0,0
Information Technology,10987,1,0,2934,0.5,Beginner,9,364,2019-07-25,0,1
Music,8442,1,0,7781,2.0,Expert,16,769,2021-04-22,1,1
Management,7072,1,0,1851,3.0,Intermediate,12,232,2005-10-10,0,1
Information Technology,5821,0,1260,4523,0.5,Intermediate,6,224,2010-10-06,1,0
Science,10108,0,460,4004,2.0,Expert,8,211,2016-05-29,1,1
Photography,8565,0,3950,3475,1.0,Intermediate,15,764,2008-02-15,0,0
Personal Development,7227,0,2800,5575,2.5,Beginner,9,276,2016-09-30,0,0
Personal Development,8209,0,1160,164,3.5,Beginner,7,162,2017-03-31,1,0
Design,3025,0,3290,1643,4.0,Intermediate,11,442,2020-11-04,1,0
Information Technology,6544,0,250,2936,1.0,Expert,12,274,2003-01-09,1,1
Science,5140,1,0,2531,5.0,Expert,10,183,2012-01-19,1,1
Management,6335,0,450,2884,3.0,Intermediate,14,367,2019-12-23,1,0
Management,3224,0,1470,1554,4.0,Beginner,16,643,2002-04-08,1,0
Science,7036,0,560,5192,3.0,Expert,8,75,2019-07-30,1,0
Management,7910,1,0,5740,2.5,Beginner,16,130,2020-04-04,0,1
Design,10384,0,230,6888,1.5,Intermediate,13,487,2018-01-02,0,1
Information Technology,9688,0,640,6859,0.0,Expert,4,143,2012-01-09,0,0
Photography,3566,0,190,2233,1.0,Expert,8,167,2007-06-08,1,1
Personal Development,7322,0,2640,4195,0.5,Beginner,15,478,2013-09-30,1,0
Management,3258,0,1370,384,1.5,Expert,2,94,2008-08-17,1,0
Photography,8178,1,0,1513,4.0,Beginner,15,401,2018-06-09,1,1
Information Technology,11519,1,0,994,5.0,Expert,13,443,2005-04-18,1,1
Photography,5769,1,0,390,1.5,Intermediate,14,235,2017-09-27,1,1
Music,9747,0,170,1947,0.0,Expert,12,162,2016-09-10,0,1
Science,6182,0,900,4015,3.0,Expert,7,239,2020-04-10,1,0
Personal Development,6978,0,2120,6822,0.0,Intermediate,8,235,2016-11-05,0,0
Music,4800,0,310,2206,2.5,Beginner,10,362,2005-10-11,1,0
Science,4553,0,1150,4005,5.0,Intermediate,10,297,2012-12-01,1,1
Design,7234,0,800,6588,3.5,Intermediate,10,284,2012-01-22,0,0
Management,4250,0,150,3283,1.5,Beginner,8,208,2019-07-11,0,0
Personal Development,1553,0,800,136,0.0,Intermediate,11,418,2013-06-02,1,0
Music,3073,0,380,2771,5.0,Intermediate,5,228,2017-10-07,1,1
Music,8650,0,120,3250,0.0,Intermediate,13,239,2005-01-11,0,1
Photography,7658,0,740,3763,3.5,Intermediate,2,66,2019-03-08,0,0
Information Technology,6055,0,1350,4075,2.0,Expert,13,479,2004-03-29,1,0
Personal Development,1993,0,270,733,2.5,Expert,2,87,2021-09-05,1,1
Music,8812,0,480,1095,3.0,Intermediate,20,1162,2008-05-09,0,0
Photography,10151,0,150,9171,2.5,Expert,6,222,2004-08-07,0,1
Information Technology,6636,0,1810,6433,4.5,Expert,8,276,2012-10-22,1,1
Photography,4086,1,0,2878,3.5,Beginner,15,438,2010-06-08,1,1
Management,12985,1,0,9626,4.0,Expert,11,70,2015-10-29,0,1
Design,5607,0,220,1706,5.0,Beginner,11,342,2007-08-23,0,0
Personal Development,6274,0,1530,2403,0.0,Beginner,7,170,2014-01-06,1,0
Personal Development,8388,1,0,4330,1.0,Intermediate,6,178,2012-06-16,1,1
Social Sciences,13020,0,770,7466,0.5,Intermediate,5,202,2008-12-03,0,1
Information Technology,7322,0,800,4320,2.5,Expert,9,270,2020-02-22,1,0
Personal Development,2204,0,140,1575,4.5,Expert,10,288,2010-02-21,1,1
Music,10822,0,160,1357,5.0,Intermediate,8,377,2006-10-21,1,1
Design,4120,0,770,3535,5.0,Intermediate,17,355,2016-03-14,0,1
Science,7444,0,1810,2760,2.0,Beginner,7,221,2020-09-10,0,0
Science,10902,1,0,4005,0.5,Expert,9,461,2007-07-14,0,1
Social Sciences,12334,0,730,1143,4.0,Beginner,16,617,2019-10-27,0,1
Personal Development,7222,0,510,5017,5.0,Expert,2,67,2014-03-17,1,0
Science,8035,0,1550,897,1.5,Beginner,6,242,2018-08-11,0,0
Management,9982,0,2370,5760,3.0,Expert,7,223,2009-02-06,1,0
Science,7697,1,0,766,1.0,Expert,9,257,2021-04-27,1,1
Music,7989,0,920,3543,3.0,Beginner,20,472,2015-05-27,1,0
Photography,6312,1,0,916,1.0,Intermediate,10,209,2015-12-02,0,1
Science,9922,0,1060,8323,5.0,Expert,8,207,2010-04-02,0,1
Photography,4845,0,150,2429,3.5,Expert,13,224,2003-02-13,1,1
Information Technology,5679,0,250,1620,2.5,Beginner,17,617,2008-02-09,1,0
Music,4644,0,2860,3926,5.0,Expert,11,286,2016-04-20,0,1
Design,8828,1,0,2272,2.5,Beginner,11,147,2008-12-02,1,1
Social Sciences,9980,1,0,5407,2.0,Expert,11,440,2005-04-01,1,1
Management,9760,0,320,3438,0.0,Intermediate,6,112,2012-10-26,1,0
Information Technology,8174,1,0,864,4.0,Beginner,9,289,2005-02-02,0,1
Science,6076,0,2210,1147,1.0,Intermediate,1,26,2012-04-20,0,0
Personal Development,9062,0,1620,8206,4.0,Intermediate,15,706,2008-09-20,1,0
Information Technology,8308,1,0,7669,0.0,Expert,14,302,2019-05-31,1,1
Science,3381,1,0,120,0.5,Intermediate,8,182,2013-05-09,1,1
Information Technology,6227,0,820,3351,1.0,Beginner,9,83,2016-04-07,1,0
Photography,7107,0,840,2951,1.5,Intermediate,7,320,2002-04-03,1,0
Social Sciences,9510,0,1370,2483,1.5,Beginner,12,562,2011-08-28,1,0
Photography,3572,0,3580,3097,3.0,Beginner,7,261,2009-07-15,0,0
Management,8415,0,390,8024,0.5,Intermediate,13,703,2003-03-28,0,0
Design,10543,1,0,2274,0.5,Intermediate,14,469,2020-06-10,0,1
Personal Development,8001,0,1010,196,4.0,Expert,3,84,2014-10-24,0,0
Design,4985,0,1660,284,1.0,Beginner,1,41,2017-11-15,0,0
Photography,8187,0,990,7019,3.0,Intermediate,12,446,2008-02-01,1,0
Music,2605,0,210,730,2.0,Beginner,4,43,2004-03-03,1,0
Music,10436,0,270,7474,3.0,Intermediate,17,480,2003-03-30,0,0
Music,6356,0,1230,4529,2.5,Intermediate,10,596,2016-04-11,0,0
Information Technology,8692,0,490,3171,1.5,Beginner,12,491,2018-04-30,0,0
Photography,4410,0,1350,2824,3.5,Beginner,12,222,2002-05-22,0,0
Design,8255,0,290,1427,1.0,Intermediate,13,248,2008-06-18,1,0
Personal Development,8272,0,230,2707,4.0,Beginner,7,149,2002-12-01,1,0
Social Sciences,8847,1,0,556,4.5,Intermediate,18,531,2008-09-23,0,1
Photography,5860,0,3210,1415,4.0,Intermediate,9,201,2019-02-20,1,0
Personal Development,9403,0,120,3469,4.0,Intermediate,12,404,2013-08-16,0,1
Design,6903,0,2880,6672,2.0,Expert,13,334,2006-04-10,1,0
Social Sciences,5959,0,240,1450,1.0,Intermediate,15,467,2010-03-28,0,1
Design,7119,0,770,1114,0.5,Beginner,8,288,2017-12-07,1,0
Personal Development,11348,0,1460,8548,4.0,Expert,13,436,2021-05-13,1,0
Photography,5416,1,0,601,3.5,Intermediate,1,27,2019-01-16,1,1
Personal Development,7977,0,2230,3608,0.5,Beginner,5,145,2014-09-03,0,0
Science,4584,0,560,1506,5.0,Beginner,12,369,2008-06-21,1,0
Photography,4502,0,560,3864,1.5,Expert,1,30,2012-09-09,1,0
Information Technology,10967,0,2250,1166,0.0,Expert,8,207,2010-09-20,0,0
Design,9047,1,0,7357,1.0,Expert,18,348,2013-08-07,0,1
Management,5276,0,1410,1196,4.0,Beginner,11,205,2017-06-30,1,0
Photography,7045,0,570,3786,4.5,Intermediate,8,174,2020-09-09,1,0
Personal Development,15289,0,310,372,3.5,Intermediate,8,365,2006-04-12,1,1
Personal Development,4598,0,2070,1193,1.0,Intermediate,6,261,2007-10-22,1,0
Design,1762,0,3100,649,0.0,Expert,18,455,2012-02-10,0,0
Information Technology,5460,1,0,4549,3.0,Intermediate,13,509,2020-11-15,1,1
Design,7075,0,280,2928,2.0,Beginner,5,157,2005-11-09,0,0
Photography,9283,0,1290,5443,0.0,Intermediate,1,22,2003-02-01,1,0
Music,3974,0,110,391,3.5,Beginner,8,203,2006-04-30,0,0
Personal Development,9346,0,630,5072,0.0,Beginner,6,283,2020-03-19,0,0
Music,5532,0,370,3384,3.5,Intermediate,1,30,2018-03-01,0,0
Social Sciences,5441,0,590,3761,0.0,Beginner,9,232,2007-04-26,1,0
Design,4544,0,390,4367,2.0,Intermediate,8,307,2008-05-16,1,0
Information Technology,10092,0,300,1453,4.5,Beginner,10,325,2015-08-12,1,0
Information Technology,8204,1,0,6254,4.5,Expert,16,647,2020-10-20,0,1
Science,6129,0,2880,4520,1.0,Intermediate,9,263,2021-01-18,1,0
Music,3463,0,680,1027,2.5,Beginner,1,33,2004-01-19,0,0
Design,8258,0,1380,1559,1.5,Intermediate,8,352,2013-07-23,1,0
Information Technology,6710,1,0,2322,4.0,Beginner,6,203,2009-06-18,1,1
Photography,8389,1,0,3024,3.0,Intermediate,17,609,2016-11-02,0,1
Music,5851,1,0,695,1.0,Expert,6,188,2012-04-10,1,1
Science,9352,1,0,6620,1.0,Intermediate,11,238,2014-09-06,1,1
Science,6203,0,480,3143,0.0,Intermediate,15,673,2006-03-12,1,0
Photography,6017,0,430,297,3.0,Beginner,16,311,2006-09-24,0,0
Management,11425,0,1060,7157,2.0,Beginner,6,240,2015-04-21,1,0
Personal Development,4888,0,1830,2812,2.0,Beginner,14,359,2010-02-05,0,0
Photography,4616,0,250,3168,3.5,Intermediate,13,519,2003-08-13,1,1
Design,9635,0,1600,5001,0.5,Intermediate,15,549,2010-09-19,1,0
Social Sciences,4503,1,0,1330,3.5,Beginner,11,205,2015-04-24,1,1
Music,7043,1,0,3244,1.0,Expert,10,308,2008-07-15,1,1
Personal Development,6888,0,120,6726,3.5,Expert,12,169,2021-01-07,1,1
Science,8622,0,320,2229,5.0,Beginner,8,310,2017-10-10,0,0
Design,7235,1,0,5014,2.0,Beginner,7,322,2021-12-20,1,1
Management,4899,0,160,4537,1.5,Expert,6,266,2011-04-11,0,1
Photography,9012,0,1270,8238,5.0,Intermediate,4,57,2008-01-25,0,1
Photography,10947,0,100,195,4.5,Beginner,6,159,2014-06-01,1,1
Music,8279,0,770,4151,3.0,Expert,7,337,2017-10-31,1,0
Design,8553,1,0,8453,2.5,Expert,10,324,2016-01-12,1,1
Social Sciences,6526,0,190,5392,0.0,Beginner,13,449,2016-03-10,0,0
Personal Development,6216,0,700,4948,2.5,Beginner,12,444,2012-09-10,0,0
Social Sciences,9427,0,770,8549,3.5,Expert,7,334,2006-03-16,0,0
Music,3305,0,2210,2787,1.0,Intermediate,13,422,2005-04-04,0,0
Social Sciences,7741,0,640,3138,4.0,Intermediate,8,273,2018-06-15,0,0
Information Technology,11709,0,740,4765,0.0,Intermediate,15,587,2011-08-28,0,0
Management,12204,1,0,10965,4.0,Intermediate,16,220,2009-04-15,1,1
Information Technology,2338,0,290,90,1.5,Expert,6,239,2011-12-21,0,1
Design,11449,1,0,6831,4.5,Intermediate,14,349,2009-05-30,1,1
Social Sciences,6729,0,2940,5682,0.5,Expert,15,203,2020-11-29,1,0
Photography,6184,1,0,2471,2.0,Expert,12,509,2011-03-08,0,1
Science,2952,0,390,2726,2.5,Beginner,14,348,2014-09-30,0,0
Information Technology,3375,0,140,1759,2.5,Expert,13,518,2002-07-11,0,1
Music,11214,0,860,5597,5.0,Expert,6,180,2014-07-16,1,0
Photography,9314,0,1430,5458,2.5,Intermediate,16,514,2018-01-09,0,0
Social Sciences,8629,0,4700,5381,3.0,Beginner,5,186,2016-08-17,0,0
Design,10866,1,0,3131,3.0,Intermediate,5,148,2020-10-16,0,1
Management,9674,0,2310,1293,3.0,Expert,20,774,2004-09-07,1,0
Design,12571,0,340,3929,2.5,Intermediate,6,215,2002-05-26,0,1
Music,7223,1,0,3887,4.0,Beginner,5,84,2009-03-03,0,1
Music,8199,0,780,5074,1.5,Intermediate,21,471,2014-11-13,1,0
Science,9242,0,2300,5985,5.0,Intermediate,19,916,2014-09-22,1,0
Photography,7309,0,250,443,1.0,Beginner,10,379,2002-05-10,0,0
Social Sciences,7169,0,2620,1459,3.5,Intermediate,13,496,2018-10-05,0,0
Personal Development,5566,0,730,3232,2.0,Beginner,3,163,2011-09-04,0,0
Design,10488,0,430,224,2.5,Expert,1,11,2010-11-05,1,1
Management,8087,0,460,2574,4.0,Expert,5,107,2014-02-21,1,1
Social Sciences,7504,0,270,6597,2.5,Beginner,7,75,2021-07-30,0,0
Social Sciences,2841,0,930,755,5.0,Expert,2,43,2005-04-17,0,0
Science,3817,0,1230,1815,4.0,Beginner,11,417,2019-04-22,0,0
Design,7492,1,0,1626,3.5,Intermediate,5,249,2010-10-08,1,1
Science,10709,0,980,6708,4.0,Expert,10,282,2018-07-21,0,0
Music,6655,0,440,6310,0.5,Beginner,19,459,2009-03-18,1,0
Information Technology,7725,0,830,7376,0.5,Expert,11,291,2009-10-06,1,0
Social Sciences,6729,0,740,3176,3.5,Expert,6,175,2004-09-14,1,0
Music,7658,0,590,3257,0.5,Beginner,8,132,2018-09-09,1,0
Photography,9076,1,0,8363,2.5,Beginner,10,294,2018-11-13,0,1
Science,11662,1,0,3125,2.0,Beginner,16,189,2016-02-17,1,1
Management,8896,1,0,6587,1.0,Beginner,11,233,2007-02-17,1,1
Design,10698,0,230,10381,1.5,Beginner,5,174,2016-02-22,0,0
Science,9319,1,0,1148,4.0,Expert,4,148,2002-02-12,0,1
Social Sciences,8378,0,1520,6155,1.0,Intermediate,15,758,2006-04-07,0,0
Information Technology,5868,0,540,532,0.0,Expert,7,312,2004-12-30,0,0
Personal Development,5585,0,1670,3534,3.0,Intermediate,13,191,2012-09-13,0,0
Management,7167,0,630,1642,3.0,Intermediate,14,399,2011-12-10,1,0
Science,4721,0,780,2528,5.0,Beginner,14,660,2018-06-11,0,0
Social Sciences,8172,0,2110,2408,4.0,Expert,12,455,2021-01-31,1,0
Music,3426,0,2380,3086,3.0,Expert,8,187,2014-07-26,1,0
Design,4811,0,800,928,2.5,Beginner,17,544,2012-02-17,0,0
Information Technology,8494,0,1330,264,4.0,Expert,8,313,2010-10-02,1,0
Management,8960,1,0,5007,3.0,Intermediate,19,1131,2005-01-08,1,1
Photography,8391,0,580,558,1.5,Beginner,16,773,2020-04-05,0,0
Photography,5609,0,590,3028,0.5,Beginner,14,493,2016-11-19,1,0
Social Sciences,5688,1,0,2517,2.0,Intermediate,10,285,2013-01-28,0,1
Science,7945,1,0,2750,2.5,Beginner,14,330,2007-11-29,0,1
Science,8961,1,0,1713,0.0,Intermediate,15,664,2003-11-08,1,1
Music,8626,0,380,5535,1.5,Intermediate,14,366,2010-10-30,1,0
Information Technology,4906,1,0,2941,2.5,Beginner,18,777,2006-11-01,1,1
Photography,2226,0,860,1463,0.5,Beginner,8,321,2014-08-09,1,0
Social Sciences,8137,0,1190,6763,4.0,Beginner,16,596,2008-12-05,1,0
Music,6894,0,130,6500,2.5,Beginner,8,220,2009-05-03,1,0
Management,7298,0,200,5950,5.0,Intermediate,8,274,2003-08-30,0,1
Photography,5214,0,710,3638,2.0,Intermediate,17,341,2006-08-20,1,0
Music,8375,0,480,8276,4.0,Intermediate,6,125,2009-09-17,1,0
Personal Development,9264,1,0,6665,3.5,Intermediate,13,147,2015-07-06,1,1
Social Sciences,9442,0,1210,7846,0.5,Beginner,15,449,2018-09-05,0,0
Management,5791,1,0,4320,2.0,Beginner,8,341,2006-06-05,0,1
Design,5878,0,740,5586,3.5,Intermediate,13,513,2011-01-26,0,0
